name,21Feb68_A01-L1_S1_Pooled_R1_001.fastq.gz,21Feb68_A02-L1_S2_Pooled_R1_001.fastq.gz,21Feb68_B01-L1_S3_Pooled_R1_001.fastq.gz,21Feb68_B02-L1_S4_Pooled_R1_001.fastq.gz,21Feb68_C01-L1_S5_Pooled_R1_001.fastq.gz,21Feb68_C02-L1_S6_Pooled_R1_001.fastq.gz,21Feb68_D01-L1_S7_Pooled_R1_001.fastq.gz,21Feb68_D02-L1_S8_Pooled_R1_001.fastq.gz,21Feb68_E01-L1_S9_Pooled_R1_001.fastq.gz,21Feb68_E02-L1_S10_Pooled_R1_001.fastq.gz,21Feb68_F01-L1_S11_Pooled_R1_001.fastq.gz,21Feb68_F02-L1_S12_Pooled_R1_001.fastq.gz,21Feb68_G01-L1_S13_Pooled_R1_001.fastq.gz,21Feb68_G02-L1_S14_Pooled_R1_001.fastq.gz,21Feb68_H01-L1_S15_Pooled_R1_001.fastq.gz
NDUFAF2P2,1,0,0,0,0,1,1,0,0,3,0,4,0,6,2
DDX18P5,0,1,0,2,1,3,0,4,1,0,0,0,0,0,2
RN7SL778P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ZBTB44-DT,15,9,9,6,3,12,16,8,10,2,2,1,6,20,11
ADAMTS8,9,6,7,3,1,3,7,1,7,658,6,590,1,697,3
ADAMTS15,194,107,1720,2018,1615,2766,424,2209,1289,88,1695,104,87,209,108
None,0,0,0,0,0,1,2,0,0,0,4,0,1,0,0
BAK1P2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02873,0,0,1,1,1,1,9,0,0,0,2,0,0,0,0
PPP1R10P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02551,3,7,2,7,0,3,8,1,2,2,1,1,6,10,8
None,390,327,217,195,116,171,213,182,291,196,122,387,309,245,199
SNX19,5210,7909,3610,5873,1803,5747,6890,5869,3655,2645,1946,4172,6398,1416,4808
RN7SL167P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0
NTM,154,80,176,33,106,56,85,41,183,753,140,509,81,1866,49
RNU6ATAC12P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,1,0,8,0,0,0,0,6,0,3,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTM-AS1,1,1,0,0,0,0,3,0,0,2,0,7,0,17,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
None,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
None,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NTM-IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,5,0,24,0
OPCML,52,12,28,29,34,37,42,32,74,229,64,531,14,1105,10
None,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
OPCML-IT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,45,105,14,12,6,42,241,20,26,6,16,4,80,8,75
None,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
None,0,0,0,0,0,0,0,0,0,1,1,0,0,24,0
OPCML-IT1,0,1,0,0,0,0,3,0,0,0,0,0,2,8,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02743,1,0,1,0,1,2,1,0,2,0,0,0,3,0,1
SPATA19,2,2,0,0,1,1,1,0,0,1,0,0,0,8,1
None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
None,543,436,552,370,390,592,1144,565,383,62,536,86,500,1767,195
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGSF9B,301,593,326,361,244,545,1081,419,209,21,328,17,468,105,317
LINC02730,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0
LINC02731,16,7,7,3,2,2,9,0,3,27,2,24,9,62,0
None,2,16,2,6,1,0,12,4,8,1,3,3,8,0,8
JAM3,1915,717,1522,776,973,862,863,722,1047,1181,965,1074,710,1615,518
PTP4A2P2,2,5,3,4,4,0,11,3,2,6,4,1,1,3,1
NCAPD3,3999,3610,2506,3430,1020,3490,4528,3508,2299,553,1375,697,3864,275,2352
None,2,0,0,2,0,0,2,2,1,0,4,0,0,0,1
None,3,3,3,1,2,4,7,4,7,0,3,0,7,0,2
VPS26B,3569,2166,2832,2779,2164,3066,2209,2870,2202,959,2301,1111,2199,1386,1646
THYN1,2480,1988,1898,2335,1598,2680,2488,2572,1846,944,1999,1163,1932,1732,1256
ACAD8,2254,1831,1476,2098,923,2271,2412,2241,1657,907,1102,1151,1624,976,1107
GLB1L3,3,5,4,3,3,2,14,2,8,34,9,28,1,198,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLB1L2,402,74,271,168,214,209,68,224,247,27,206,29,93,460,99
B3GAT1,110,542,208,106,195,112,324,95,269,239,231,566,147,2231,112
B3GAT1-DT,5,26,9,6,5,5,28,1,12,20,12,12,14,216,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02706,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
LINC02714,3,0,0,0,0,2,0,0,2,2,2,2,0,40,1
LINC02697,5,10,7,1,2,3,13,2,4,0,1,0,2,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TUBB8,53,80,110,98,72,201,161,180,102,4,138,6,65,5,33
IL9RP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMYND11,4380,7646,3489,5110,1832,5666,4044,5796,3717,3785,2381,6484,6574,2677,4182
None,5,11,1,2,3,10,10,7,12,1,3,1,5,0,12
RNA5SP297,0,0,0,1,1,0,1,0,0,0,1,0,0,0,4
None,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
DIP2C,1928,4209,2560,2734,1458,2351,3263,2279,1890,783,1704,1018,3344,969,2274
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP298,2,4,6,0,4,4,7,0,10,2,2,0,13,0,3
RN7SL754P,0,0,1,3,2,4,4,0,0,0,4,0,1,0,1
None,1,1,3,0,5,5,3,4,0,0,5,0,0,2,2
None,1,6,2,1,15,5,48,3,4,10,15,37,5,48,30
MIR5699,0,0,0,0,0,0,2,0,0,0,1,0,1,1,5
DIP2C-AS1,4,11,20,3,23,7,14,4,15,17,40,44,22,11,158
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LARP4B,5850,10467,7916,7985,5244,8189,7483,8495,7632,1307,7060,1764,7808,1339,6344
LARP4B-DT,0,3,4,0,0,2,15,2,1,3,1,0,0,10,1
None,87,32,19,20,8,24,40,22,69,21,20,18,48,21,51
GTPBP4,5283,14264,5485,9938,3593,8894,9082,9377,7031,1001,4755,1198,11606,645,5772
IDI2,2,9,1,3,2,3,3,2,4,0,3,0,5,0,11
IDI2-AS1,15,42,11,5,4,0,16,1,6,3,10,2,14,8,13
IDI1,5733,1942,4522,1543,2511,1722,1001,1397,3070,708,2109,1092,2144,999,1262
WDR37,1769,1663,1921,2036,1727,2070,1757,2011,1680,743,2226,1097,1449,615,1032
LINC00200,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ADARB2,35,43,38,164,36,96,197,52,70,94,38,141,30,156,22
None,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ADARB2-AS1,0,0,0,0,1,0,1,0,0,2,0,1,0,2,0
LINC00700,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0
None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIR6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-889P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,1,1,0,0,0,0,1,0,0,3,0,0,0,0
LINC02662,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
RNU6-576P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LINC02645,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PFKP-DT,93,350,294,189,116,329,207,371,328,4,125,14,178,92,94
PFKP,19427,24970,39152,30464,27481,33902,18471,31712,34093,435,28204,1180,16071,1556,9863
None,0,1,1,0,0,0,1,0,3,0,2,0,0,0,1
PITRM1,3768,3880,3284,3637,2906,3615,5671,3536,3271,1326,3007,1680,3133,2081,2066
PITRM1-AS1,81,95,119,69,166,107,128,96,121,17,231,26,57,22,42
None,0,4,3,0,0,1,8,4,4,0,0,1,1,0,1
None,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
LINC02668,0,1,0,1,1,0,1,0,6,0,1,0,3,6,1
None,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0
LINC02669,7,44,4,1,5,1,24,2,8,4,4,1,41,0,13
None,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
None,0,28,1,0,1,2,26,2,1,1,4,2,11,9,9
None,0,14,0,0,5,0,1,0,1,0,2,2,4,0,0
KLF6,9224,47937,25220,12913,15072,14569,35284,13235,16253,6008,14125,10403,28129,3601,15183
LINC02639,2,41,4,1,0,0,45,2,5,0,0,0,28,0,7
LINC02660,14,235,53,23,16,33,33,24,15,0,13,0,273,1,112
MIR6078,6,23,3,0,0,3,7,2,10,0,0,0,13,0,5
None,0,4,1,0,0,0,5,0,0,0,0,0,0,0,2
None,0,0,0,1,0,0,0,0,1,2,0,6,0,3,0
LINC00702,17,83,14,2,9,8,71,4,19,187,10,167,33,163,10
LINC00703,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-163P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANCR,3,2,1,0,0,0,6,0,2,0,1,0,3,1,0
LINC00705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1E2,99,161,140,166,113,207,249,177,95,137,119,139,137,179,96
AKR1C6P,0,1,2,3,4,2,2,4,1,0,0,4,2,0,0
AKR1C2,74,16,36,22,33,24,20,27,89,102,16,235,13,395,11
U8,1,0,2,1,2,3,0,1,4,7,1,5,0,0,0
AKR1C1,43,23,65,26,44,31,31,28,68,361,35,331,20,1184,15
None,0,3,0,0,0,0,0,0,1,3,0,1,1,8,0
U8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C3,79,38,55,40,50,40,276,39,73,1184,59,1442,26,1098,23
None,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
U8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C5P,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AKR1C8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARL4AP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
LINC02561,1,0,0,0,0,0,2,2,0,0,1,2,0,3,1
AKR1C7P,3,0,0,0,0,0,11,4,1,1,1,3,0,0,1
RPL26P28,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBAL3,2,2,9,4,2,3,2,2,3,47,7,25,2,15,2
NET1,10287,32785,19533,10286,14037,16526,26518,14188,22074,18674,16360,70447,21841,25061,8592
CALML5,26,38,58,17,36,56,14,29,33,0,34,1,41,0,13
CALML3-AS1,22,47,103,16,24,28,47,21,34,35,52,44,37,46,14
CALML3,8,7,6,2,9,4,19,3,9,12,7,12,3,25,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LASTR,26,32,15,4,22,27,115,18,50,1,34,9,23,9,21
None,5,4,4,1,1,1,10,2,6,0,6,0,3,3,4
None,4,10,2,0,1,2,2,0,0,1,0,1,2,0,3
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL445P,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASB13,658,271,677,631,383,740,338,654,669,604,545,751,273,1310,208
TASOR2,6979,15383,5266,9422,3205,8667,9900,8972,6260,1393,4055,1848,11418,668,6865
None,12,33,38,32,21,43,35,34,21,0,39,1,32,0,28
GDI2,22538,20301,21390,20030,17082,21801,12992,21028,21460,3438,18297,4575,18242,2567,10542
NRBF2P5,19,4,4,5,29,6,5,8,14,5,24,3,6,0,10
None,13,9,6,2,3,11,23,2,10,5,2,12,2,4,4
ANKRD16,377,474,258,537,101,555,364,488,314,164,143,209,456,279,352
RPL12P28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBH1,3460,3958,2545,3105,2086,2817,2073,2707,2839,2123,2264,2665,2857,1558,2450
None,49,14,30,28,72,19,29,22,57,95,68,98,13,82,11
IL15RA,11,79,23,25,33,47,47,48,42,491,26,616,74,360,31
IL2RA,1,0,2,2,0,0,5,0,0,0,1,1,0,2,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
RPL32P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBM17,7200,10061,7107,8247,6550,9224,9253,8944,6576,5496,6868,6674,8392,5142,4540
PFKFB3,2000,3668,17645,31250,20693,33783,3418,29575,25069,2182,20046,1162,1878,1571,1454
RN7SKP78,1,1,0,0,2,5,5,2,1,0,5,2,1,1,2
MIR3155A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,7,16,10,21,9,16,18,1,6,1,0,5,0
Y_RNA,1,1,11,3,11,4,0,11,2,0,14,0,0,0,1
LINC02649,17,11,147,218,89,322,42,281,168,38,97,23,18,38,7
SDCBPP1,0,0,3,0,2,0,0,0,1,1,3,1,1,0,0
LINC02656,13,1,73,39,24,68,10,61,105,14,49,5,5,7,1
PRKCQ,567,445,498,487,233,644,561,596,421,51,271,56,520,45,256
PRKCQ-AS1,323,119,166,118,104,166,236,162,188,27,151,39,156,61,96
LINC02648,0,4,0,0,2,0,3,0,0,1,1,0,0,0,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINP1,15,21,22,22,40,84,143,74,32,1,36,0,29,0,17
LINC00706,1,2,0,0,0,0,3,0,0,5,0,0,1,4,0
LINC00707,1,9,7,4,10,5,21,5,5,4,10,1,4,6,3
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SFMBT2,1306,3995,2156,3684,964,3687,3664,3685,1329,1650,1376,896,3010,501,1957
COX6CP17,0,2,0,0,1,3,2,1,0,0,2,0,3,0,3
None,2,2,1,4,0,0,21,3,3,44,3,8,4,22,1
LINC02642,0,0,2,0,0,0,0,1,0,40,0,0,1,2,0
RNU6-535P,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
None,0,4,0,0,0,0,0,0,1,1,0,4,3,0,3
ITIH5,2461,2183,2678,1857,1485,1708,1438,1650,2099,17204,1387,17854,1701,13983,1378
ITIH2,28,15,22,8,13,8,15,6,17,304,24,952,8,681,12
KIN,1093,1638,1014,1274,617,1258,1576,1294,1181,418,810,470,1379,319,721
ATP5F1C,10051,10949,7977,8769,7291,9518,10023,9234,8571,2223,8304,3144,10425,2099,5686
TAF3,916,2592,1088,2526,1124,2335,3275,2159,939,674,1246,946,1960,605,1400
None,1,0,3,0,2,1,2,1,0,0,0,1,0,0,6
GATA3-AS1,185,319,227,43,76,77,242,60,89,1,77,5,201,2,201
None,8,11,6,1,1,8,6,2,5,0,1,0,14,0,11
None,6,20,1,1,6,2,23,5,7,0,4,0,11,0,7
GATA3,6411,27447,11465,15749,6958,18216,23171,16500,9859,52,8354,25,17484,36,12018
PRPF38AP1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
LINC00708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
None,3,2,2,0,0,0,3,1,0,0,0,0,1,0,1
None,5,2,5,3,12,5,3,3,8,1,10,1,5,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KRT8P37,12,14,8,14,10,7,17,11,10,0,18,0,9,0,5
CHCHD3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
LINC00709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSP90AB7P,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
LINC02663,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0
LINC02670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOCP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUX2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
None,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CELF2-DT,0,0,0,0,1,0,0,0,0,1,0,3,0,4,0
None,4,15,5,4,7,6,87,5,10,7,8,12,8,8,2
SFTA1P,206,389,232,158,285,378,3707,267,501,346,368,643,382,513,100
LINC00710,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
None,0,0,0,0,0,1,2,0,0,0,0,0,1,2,1
CELF2,2504,4418,3331,4231,1859,3826,4065,4118,3138,1497,2021,1560,3717,1135,2138
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,2,0,2,0,0,1,0,0,0,0,1,4,11
CELF2-AS2,1,1,1,2,0,1,5,2,2,1,1,0,2,1,9
None,0,2,0,0,1,0,0,1,0,0,3,1,0,0,1
CELF2-AS1,42,83,123,114,78,113,104,115,59,42,105,27,62,4,35
None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
USP6NL,3155,3662,3059,3280,2002,4041,2663,4030,2752,2134,2129,3039,3236,860,2510
USP6NL-AS1,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0
None,1,0,0,0,0,0,0,1,0,23,0,3,0,17,0
ECHDC3,90,322,127,250,91,266,104,281,86,49,83,46,258,153,203
PROSER2,1236,4592,2542,3382,1433,4140,2927,3868,3280,547,1751,535,3339,208,3165
PROSER2-AS1,22,43,25,16,30,10,24,15,34,8,21,9,35,46,33
UPF2,3643,9629,4196,8448,2084,8203,8025,8368,4449,1958,2745,2174,8797,1138,4780
RNU6-1095P,2,0,2,2,4,2,0,3,3,1,6,2,1,0,1
None,5,1,1,0,2,2,1,1,8,1,3,5,2,0,1
DHTKD1,6497,5355,5246,4175,1970,5644,3270,4967,4159,643,2334,688,5262,374,3834
RNU6-88P,3,0,1,0,1,1,1,1,4,0,1,1,2,0,4
SEC61A2,1240,2230,1168,2714,1303,2619,2331,2603,1050,203,1386,314,1894,827,1239
MIR548AK,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
NUDT5,4907,4184,4049,3818,2693,4075,3928,3852,3780,1176,3294,1606,3698,822,2442
CDC123,5843,6132,4077,5089,2733,5300,5489,4983,4527,1210,3279,1748,5120,1182,3438
None,76,63,65,47,90,37,64,50,88,26,86,26,53,33,46
RN7SL198P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMK1D,91,106,225,489,163,491,165,490,519,1405,259,2070,78,1864,57
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC39P,0,0,0,0,0,1,0,0,0,45,0,16,0,75,0
MIR4480,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
MIR548Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC3,68,74,43,24,30,44,55,41,38,1988,39,3714,44,3368,32
RNA5SP300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RPL5P25,2,2,2,0,4,0,1,0,0,0,0,1,1,1,1
OPTN,3826,15802,8229,9863,7486,10241,12813,9561,5698,5087,8606,6786,12373,5549,5382
SNRPGP5,0,0,1,2,2,5,1,0,0,1,6,0,2,0,5
None,4,16,5,8,2,11,16,14,13,7,4,9,12,22,14
None,2,9,4,2,0,3,5,1,3,4,3,11,3,35,9
BTBD7P1,1,3,1,2,0,0,0,1,1,3,2,1,0,0,2
RPL36AP36,0,2,1,0,1,0,1,0,1,0,1,0,3,0,1
MCM10,2033,1896,1256,1108,241,1296,1173,1257,989,3,270,2,1841,2,1335
RNU6-6P,1,2,1,1,0,3,3,2,0,0,0,2,4,0,2
UCMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYH,838,789,854,1669,969,1851,1337,1841,911,432,1161,823,1014,622,496
RBISP1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
SEPHS1,5758,3524,3640,2854,2871,3881,2081,3592,3223,1496,3005,2411,3248,1288,2658
None,0,0,0,0,0,0,0,0,0,6,0,17,0,9,0
BEND7,1134,1807,1274,999,677,1076,1481,1148,1465,809,861,1356,1284,383,891
Y_RNA,0,0,2,2,1,6,9,8,1,0,10,0,2,0,0
BEND7-DT,0,1,0,0,0,1,0,0,0,1,0,6,0,9,0
PRPF18,471,796,527,938,503,886,1078,918,493,273,579,395,830,122,324
RPL6P24,1,2,1,4,2,1,5,7,0,0,4,0,1,1,0
None,1286,1416,1234,1095,900,886,1128,897,1438,692,1043,742,1304,566,919
FRMD4A,2055,3671,2598,2434,2264,2838,2058,2411,3670,1211,3008,841,2818,719,2020
None,2,7,8,3,3,2,6,0,4,1,5,1,3,12,10
None,19,54,29,28,44,49,65,58,17,44,76,10,40,29,91
None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
None,1,1,2,0,0,0,2,0,0,1,1,0,0,0,3
RNA5SP301,0,0,0,1,3,0,1,0,0,0,3,0,1,5,1
None,3,1,2,1,4,1,3,3,2,0,5,0,0,4,1
NUTF2P5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3
None,0,0,0,0,1,1,1,0,4,6,5,0,0,2,0
None,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1
MIR4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIR1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM107B,2792,4181,5696,3133,7094,4411,3614,3730,3762,1600,7620,2479,2982,1080,1466
None,2,2,1,0,0,1,6,0,2,0,0,0,1,0,1
RNA5SP302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RPSAP7,2,0,0,0,2,0,1,0,1,0,1,0,0,0,0
CDNF,80,130,93,41,42,58,116,87,97,21,37,55,110,37,73
HSPA14,2827,4994,2756,4653,1905,4584,4210,4332,2568,570,2306,824,3763,681,2724
SUV39H2-DT,36,35,38,38,26,53,76,44,42,34,24,41,24,44,19
SUV39H2,1902,4567,1102,2165,539,2116,2584,2273,1564,94,678,126,3802,75,2179
DCLRE1C,712,1489,619,873,292,1025,1093,938,666,360,377,329,1308,198,749
MEIG1,26,86,23,21,16,17,62,15,25,2,19,2,52,13,26
OR7E110P,8,8,3,0,0,2,10,0,1,0,1,0,6,0,4
OR7E26P,2,35,1,5,0,2,32,5,2,0,3,0,20,13,17
OR7E115P,2,18,2,2,2,6,26,3,4,2,1,0,13,4,7
DCLRE1CP1,1,3,4,1,2,3,2,2,5,4,4,3,1,1,1
OLAH,48,22,30,11,24,19,34,17,85,27,40,14,20,43,19
ACBD7,419,286,459,181,272,284,462,282,487,90,351,238,267,208,126
GAPDHP45,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RPP38-DT,30,51,13,26,13,27,40,24,35,6,13,10,25,21,32
RPP38,866,2101,927,2210,567,2424,2192,2350,1026,284,674,293,1714,246,1335
NMT2,1089,2969,1019,2175,775,2701,2517,2837,1300,859,1145,1400,2311,654,1228
PPIAP30,1,0,2,0,5,1,1,1,0,10,1,4,1,18,1
None,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0
FAM171A1,3780,4064,3146,2593,1581,2632,2456,2651,3013,1909,1758,2651,3007,1824,2468
None,7,30,12,21,13,36,44,29,18,1,27,2,23,3,26
ITGA8,7,3,0,9,1,5,14,6,12,181,1,319,9,556,2
MINDY3,1485,2869,1414,2222,917,2415,2227,2578,1799,782,1210,1490,2555,541,1434
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTLP19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1075P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTER,848,1003,708,1020,396,1096,456,1172,1017,131,557,316,1041,359,535
RNU2-18P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C1QL3,88,19,83,98,126,200,10,172,138,13,142,20,26,31,26
RSU1,3343,4586,3093,2466,2048,2468,2730,2309,2096,2525,2306,3409,3382,1765,2162
None,6,43,6,7,3,24,77,17,13,0,11,5,21,2,8
None,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
CUBN,79,74,62,38,38,28,36,17,68,174,42,267,33,151,33
None,2,3,2,2,1,1,0,3,4,1,0,10,0,5,2
TRDMT1,747,990,577,563,190,757,658,873,635,170,356,291,1103,165,524
VIM-AS1,113,70,64,42,77,68,77,79,113,52,82,87,64,89,33
VIM,10965,7599,16266,6248,20051,9198,10872,6663,18253,34612,21554,51104,6265,27090,3804
None,1,0,1,0,0,0,0,1,1,0,0,2,0,0,1
ST8SIA6,30,40,166,125,125,125,59,118,167,1514,138,2345,52,313,17
ST8SIA6-AS1,27,72,36,23,30,29,58,39,31,25,25,31,64,53,24
Y_RNA,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
PRPF38AP2,0,2,2,1,1,1,0,0,0,1,1,1,3,0,0
HACD1,380,2023,553,508,349,627,1216,591,464,122,429,236,1164,140,623
None,3,3,4,5,1,1,2,1,3,0,0,0,4,0,6
STAM-DT,69,50,29,17,21,42,130,27,63,19,31,24,38,15,10
STAM,2513,8527,3803,5095,2983,5530,8224,5309,3132,489,3546,620,6272,197,3503
None,9,11,38,22,137,31,59,45,7,0,124,1,9,1,6
TMEM236,21,134,32,26,24,49,160,42,71,55,18,7,112,7,38
MRC1,10,12,13,5,15,15,41,9,17,1295,13,453,10,192,4
None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MIR511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
